"","shares","num_hrefs","num_imgs","num_videos","is_popular"
"23047",1200,23,12,0,"0"
"23048",1700,17,1,0,"1"
"23049",3000,24,9,0,"1"
"23050",1900,4,1,0,"1"
"23051",4100,21,6,0,"1"
"23052",1100,14,1,9,"0"
"23053",1600,6,2,0,"1"
"23054",4300,3,0,1,"1"
"23055",3500,0,10,0,"1"
"23056",2900,3,12,1,"1"
"23057",998,2,8,1,"0"
"23058",3700,5,0,2,"1"
"23059",1300,9,1,0,"0"
"23060",2000,4,2,10,"1"
"23061",7500,11,3,0,"1"
"23062",1700,8,2,0,"1"
"23063",1900,3,1,0,"1"
"23064",1100,7,0,2,"0"
"23065",3300,33,9,0,"1"
"23066",2800,11,2,0,"1"
"23067",1700,19,2,0,"1"
"23068",1100,3,1,0,"0"
"23069",3100,6,1,0,"1"
"23070",731,33,0,31,"0"
"23071",4100,8,9,1,"1"
"23072",1700,3,1,1,"1"
"23073",925,24,0,21,"0"
"23074",20600,7,1,0,"1"
"23075",1100,2,0,2,"0"
"23076",1300,9,1,0,"0"
"23077",3600,20,1,0,"1"
"23078",1400,20,11,0,"1"
"23079",2900,45,10,1,"1"
"23080",1600,34,0,0,"1"
"23081",4200,2,19,1,"1"
"23082",827,51,25,5,"0"
"23083",1000,1,1,0,"0"
"23084",1500,21,1,1,"1"
"23085",4200,5,1,0,"1"
"23086",1100,15,2,0,"0"
"23087",1700,5,0,3,"1"
"23088",900,13,10,0,"0"
"23089",798,11,1,0,"0"
"23090",35200,62,1,0,"1"
"23091",991,10,1,0,"0"
"23092",969,30,1,0,"0"
"23093",1000,17,14,1,"0"
"23094",1800,6,30,0,"1"
"23095",913,5,2,1,"0"
"23096",2300,6,2,0,"1"
"23097",1300,4,3,0,"0"
"23098",5400,9,3,0,"1"
"23099",5800,15,0,13,"1"
"23100",1300,5,0,2,"0"
"23101",905,4,1,1,"0"
"23102",1700,0,5,0,"1"
"23103",923,11,9,1,"0"
"23104",5300,6,0,0,"1"
"23105",57200,4,0,2,"1"
"23106",1300,2,0,1,"0"
"23107",923,21,7,0,"0"
"23108",1600,4,0,0,"1"
"23109",1100,3,1,1,"0"
"23110",1200,0,8,0,"0"
"23111",3000,24,10,0,"1"
"23112",2000,5,0,2,"1"
"23113",2400,13,1,1,"1"
"23114",7100,6,2,0,"1"
"23115",2300,1,1,0,"1"
"23116",17600,17,15,1,"1"
"23117",11300,12,1,1,"1"
"23118",2100,7,1,0,"1"
"23119",3400,4,1,0,"1"
"23120",1500,10,2,0,"1"
"23121",703,5,1,0,"0"
"23122",1300,3,0,0,"0"
"23123",1700,9,1,0,"1"
"23124",3000,11,2,1,"1"
"23125",798,2,2,0,"0"
"23126",1500,7,2,0,"1"
"23127",1200,8,1,0,"0"
"23128",4300,29,26,0,"1"
"23129",16900,6,1,1,"1"
"23130",6800,17,16,2,"1"
"23131",13100,5,0,2,"1"
"23132",718,5,1,0,"0"
"23133",4000,12,12,0,"1"
"23134",2300,17,8,0,"1"
"23135",156,19,3,0,"0"
"23136",1100,3,13,1,"0"
"23137",1500,7,2,1,"1"
"23138",5100,5,2,0,"1"
"23139",2000,25,20,3,"1"
"23140",9500,9,2,0,"1"
"23141",13000,5,9,0,"1"
"23142",973,11,2,0,"0"
"23143",1400,15,7,0,"1"
"23144",2500,13,1,0,"1"
"23145",17800,18,15,1,"1"
"23146",705,13,3,2,"0"
"23147",1100,9,1,0,"0"
"23148",1100,7,2,0,"0"
"23149",3400,4,2,0,"1"
"23150",1700,35,30,1,"1"
"23151",1100,8,1,0,"0"
"23152",30000,7,13,0,"1"
"23153",800,6,20,0,"0"
"23154",1000,13,0,11,"0"
"23155",5500,2,0,2,"1"
"23156",1500,11,1,1,"1"
"23157",5600,4,0,1,"1"
"23158",2100,16,11,1,"1"
"23159",2300,25,6,0,"1"
"23160",5400,8,1,0,"1"
"23161",1200,14,17,0,"0"
"23162",1400,7,3,0,"1"
"23163",1600,6,1,1,"1"
"23164",1500,7,2,0,"1"
"23165",2100,6,2,0,"1"
"23166",1900,4,3,0,"1"
"23167",12500,16,1,1,"1"
"23168",1100,12,4,4,"0"
"23169",2100,0,0,1,"1"
"23170",5400,6,1,0,"1"
"23171",918,3,0,1,"0"
"23172",468,9,1,1,"0"
"23173",2100,7,2,0,"1"
"23174",1200,9,2,1,"0"
"23175",5200,2,0,1,"1"
"23176",2300,4,0,0,"1"
"23177",1100,94,84,1,"0"
"23178",18500,29,25,1,"1"
"23179",1700,12,7,0,"1"
"23180",1400,4,2,0,"1"
"23181",1900,15,24,1,"1"
"23182",2100,11,17,2,"1"
"23183",938,6,1,1,"0"
"23184",1100,9,1,1,"0"
"23185",1200,4,1,0,"0"
"23186",12700,7,1,0,"1"
"23187",8000,17,0,11,"1"
"23188",1100,11,1,0,"0"
"23189",14100,3,2,0,"1"
"23190",3100,22,1,1,"1"
"23191",8400,5,11,0,"1"
"23192",1700,7,11,2,"1"
"23193",1000,6,12,2,"0"
"23194",1900,8,1,1,"1"
"23195",664,5,1,0,"0"
"23196",462,5,1,1,"0"
"23197",1500,32,1,0,"1"
"23198",940,16,1,0,"0"
"23199",1500,2,1,0,"1"
"23200",758,9,1,0,"0"
"23201",2200,10,1,0,"1"
"23202",3600,18,5,0,"1"
"23203",9300,0,10,0,"1"
"23204",2000,9,1,0,"1"
"23205",2400,4,1,0,"1"
"23206",729,15,12,0,"0"
"23207",1300,6,9,0,"0"
"23208",3800,4,1,0,"1"
"23209",1100,5,1,0,"0"
"23210",974,3,1,0,"0"
"23211",2400,7,1,0,"1"
"23212",2400,2,9,1,"1"
"23213",2000,2,0,1,"1"
"23214",946,13,6,0,"0"
"23215",1700,12,4,0,"1"
"23216",970,4,3,1,"0"
"23217",2800,4,0,1,"1"
"23218",774,2,2,1,"0"
"23219",1700,6,1,1,"1"
"23220",1100,8,3,0,"0"
"23221",1900,4,3,0,"1"
"23222",1100,4,2,0,"0"
"23223",5700,122,16,0,"1"
"23224",969,18,8,0,"0"
"23225",1200,6,1,0,"0"
"23226",5500,40,0,18,"1"
"23227",4800,4,0,1,"1"
"23228",1600,4,1,0,"1"
"23229",7500,5,2,0,"1"
"23230",4300,5,3,0,"1"
"23231",530,8,1,0,"0"
"23232",2500,30,4,1,"1"
"23233",2000,42,11,0,"1"
"23234",1700,38,30,1,"1"
"23235",3700,6,0,0,"1"
"23236",1100,6,2,0,"0"
"23237",1000,8,1,0,"0"
"23238",663600,27,1,1,"1"
"23239",9200,8,1,1,"1"
"23240",1800,5,1,1,"1"
"23241",20700,9,1,1,"1"
"23242",1600,12,1,1,"1"
"23243",761,9,15,0,"0"
"23244",2900,12,23,1,"1"
"23245",1000,4,3,1,"0"
"23246",3400,93,83,1,"1"
"23247",4100,4,1,1,"1"
"23248",8800,4,2,0,"1"
"23249",1700,22,0,15,"1"
"23250",4800,12,1,0,"1"
"23251",2000,13,10,0,"1"
"23252",1300,34,30,1,"0"
"23253",7500,8,1,1,"1"
"23254",3800,4,6,1,"1"
"23255",1200,5,2,0,"0"
"23256",900,13,53,0,"0"
"23257",2300,18,3,0,"1"
"23258",2400,18,15,0,"1"
"23259",2700,12,1,3,"1"
"23260",4500,10,1,0,"1"
"23261",1900,6,2,0,"1"
"23262",1200,35,0,1,"0"
"23263",2200,35,0,31,"1"
"23264",948,9,1,0,"0"
"23265",1100,6,3,0,"0"
"23266",902,9,15,0,"0"
"23267",1900,14,2,1,"1"
"23268",886,5,14,0,"0"
"23269",1500,4,1,0,"1"
"23270",2400,9,3,0,"1"
"23271",1400,14,3,0,"1"
"23272",1100,13,3,1,"0"
"23273",1200,8,3,0,"0"
"23274",2100,7,1,1,"1"
"23275",1000,5,1,1,"0"
"23276",13600,18,1,1,"1"
"23277",12600,4,13,0,"1"
"23278",1100,9,1,0,"0"
"23279",3000,6,1,0,"1"
"23280",1000,12,1,0,"0"
"23281",2800,3,3,0,"1"
"23282",753,6,1,0,"0"
"23283",1600,12,12,0,"1"
"23284",1900,3,2,0,"1"
"23285",1000,12,3,0,"0"
"23286",834,11,8,1,"0"
"23287",1500,11,5,0,"1"
"23288",1500,12,1,0,"1"
"23289",2300,17,2,5,"1"
"23290",1500,5,1,2,"1"
"23291",885,11,1,0,"0"
"23292",847,41,0,19,"0"
"23293",2500,5,2,0,"1"
"23294",671,13,10,1,"0"
"23295",835,13,2,0,"0"
"23296",6100,6,2,0,"1"
"23297",928,2,1,0,"0"
"23298",1600,8,1,0,"1"
"23299",720,13,1,0,"0"
"23300",67700,2,1,0,"1"
"23301",1300,2,1,0,"0"
"23302",931,4,20,1,"0"
"23303",6400,10,1,0,"1"
"23304",1900,18,21,2,"1"
"23305",827,5,1,0,"0"
"23306",9000,6,1,1,"1"
"23307",3900,5,2,0,"1"
"23308",6100,7,1,0,"1"
"23309",725,2,2,0,"0"
"23310",1400,12,1,0,"1"
"23311",7700,8,1,1,"1"
"23312",1200,11,2,0,"0"
"23313",3700,21,0,16,"1"
"23314",938,15,0,0,"0"
"23315",612,8,1,0,"0"
"23316",1400,11,2,1,"1"
"23317",2500,4,2,0,"1"
"23318",9300,15,9,0,"1"
"23319",1100,6,3,1,"0"
"23320",6300,4,3,0,"1"
"23321",1200,1,1,0,"0"
"23322",2300,11,6,2,"1"
"23323",5400,7,1,0,"1"
"23324",1500,17,16,0,"1"
"23325",2700,7,2,0,"1"
"23326",1200,17,0,11,"0"
"23327",1500,5,1,2,"1"
"23328",1200,4,0,1,"0"
"23329",1600,17,6,0,"1"
"23330",686,3,9,1,"0"
"23331",1600,23,11,0,"1"
"23332",13700,3,1,1,"1"
"23333",2100,14,10,1,"1"
"23334",1300,7,3,0,"0"
"23335",1500,4,1,1,"1"
"23336",6200,21,21,1,"1"
"23337",942,45,21,1,"0"
"23338",1100,10,0,16,"0"
"23339",683,4,2,0,"0"
"23340",2600,20,15,1,"1"
"23341",5100,9,3,0,"1"
"23342",984,1,1,0,"0"
"23343",2800,4,2,0,"1"
"23344",3600,13,15,0,"1"
"23345",1100,5,1,1,"0"
"23346",1300,2,0,1,"0"
"23347",3100,12,9,0,"1"
"23348",2000,9,2,0,"1"
"23349",50700,5,3,1,"1"
"23350",1100,12,1,0,"0"
"23351",1400,15,9,0,"1"
"23352",1500,8,1,0,"1"
"23353",937,3,1,0,"0"
"23354",1200,1,1,0,"0"
"23355",3800,7,1,0,"1"
"23356",3700,11,6,0,"1"
"23357",872,7,2,0,"0"
"23358",1100,8,1,0,"0"
"23359",993,10,6,1,"0"
"23360",1400,20,9,1,"1"
"23361",58,7,1,1,"0"
"23362",3400,15,4,0,"1"
"23363",2900,7,1,0,"1"
"23364",2200,26,1,0,"1"
"23365",13200,6,3,1,"1"
"23366",1400,4,2,1,"1"
"23367",1600,4,1,0,"1"
"23368",2000,4,19,2,"1"
"23369",895,9,1,1,"0"
"23370",555,4,1,0,"0"
"23371",656,20,1,0,"0"
"23372",1200,15,1,1,"0"
"23373",3000,3,1,1,"1"
"23374",1600,3,2,0,"1"
"23375",2200,7,0,1,"1"
"23376",2200,9,1,0,"1"
"23377",2000,10,1,0,"1"
"23378",521,11,0,4,"0"
"23379",4000,9,2,0,"1"
"23380",1000,4,0,2,"0"
"23381",3400,7,50,1,"1"
"23382",1400,11,13,0,"1"
"23383",1400,0,10,0,"1"
"23384",5800,6,0,0,"1"
"23385",15800,8,8,0,"1"
"23386",7500,11,1,1,"1"
"23387",1400,7,8,0,"1"
"23388",604,6,1,0,"0"
"23389",860,7,1,0,"0"
"23390",2200,12,2,1,"1"
"23391",2300,9,1,0,"1"
"23392",1800,34,23,0,"1"
"23393",2500,7,51,0,"1"
"23394",1900,17,4,0,"1"
"23395",1400,3,0,1,"1"
"23396",2000,14,1,0,"1"
"23397",828,13,2,0,"0"
"23398",5600,17,11,0,"1"
"23399",4500,8,0,0,"1"
"23400",2500,3,1,3,"1"
"23401",1600,5,1,2,"1"
"23402",5900,2,0,1,"1"
"23403",2300,14,1,0,"1"
"23404",3800,10,1,0,"1"
"23405",4500,17,6,0,"1"
"23406",2400,7,1,0,"1"
"23407",1400,16,2,0,"1"
"23408",3300,9,8,4,"1"
"23409",3500,4,2,0,"1"
"23410",2000,3,1,0,"1"
"23411",1100,5,1,2,"0"
"23412",4600,3,1,0,"1"
"23413",4600,3,2,0,"1"
"23414",1300,17,1,2,"0"
"23415",4100,22,3,0,"1"
"23416",2400,13,13,0,"1"
"23417",7500,13,1,0,"1"
"23418",4000,33,21,0,"1"
"23419",3000,10,7,0,"1"
"23420",3200,6,3,1,"1"
"23421",2500,12,8,1,"1"
"23422",1200,5,1,0,"0"
"23423",2700,10,1,0,"1"
"23424",5300,22,2,0,"1"
"23425",2100,24,12,0,"1"
"23426",1800,6,1,0,"1"
"23427",4300,18,15,1,"1"
"23428",2100,5,1,3,"1"
"23429",2000,30,5,10,"1"
"23430",2100,0,14,2,"1"
"23431",1300,0,13,0,"0"
"23432",3100,10,2,0,"1"
"23433",1200,10,9,0,"0"
"23434",1300,3,15,1,"0"
"23435",82000,148,14,0,"1"
"23436",949,1,1,9,"0"
"23437",1100,19,1,16,"0"
"23438",2100,8,3,0,"1"
"23439",9700,8,2,0,"1"
"23440",8300,18,1,2,"1"
"23441",6600,6,0,2,"1"
"23442",2900,153,6,0,"1"
"23443",978,6,1,0,"0"
"23444",1000,2,5,0,"0"
"23445",2000,2,7,0,"1"
"23446",1500,4,2,0,"1"
"23447",1100,10,4,1,"0"
"23448",1700,10,1,0,"1"
"23449",5200,10,1,0,"1"
"23450",2200,14,1,0,"1"
"23451",3900,8,2,1,"1"
"23452",1300,20,1,0,"0"
"23453",2000,0,0,1,"1"
"23454",876,4,0,0,"0"
"23455",1400,22,10,0,"1"
"23456",5800,5,1,3,"1"
"23457",13600,1,0,1,"1"
"23458",840,4,0,0,"0"
"23459",399,4,0,0,"0"
"23460",9200,12,2,1,"1"
"23461",1500,12,0,0,"1"
"23462",2200,21,10,0,"1"
"23463",651,3,1,0,"0"
"23464",567,6,1,0,"0"
"23465",2000,39,0,19,"1"
"23466",1200,29,1,0,"0"
"23467",1200,2,1,0,"0"
"23468",1600,4,9,2,"1"
"23469",2600,34,11,0,"1"
"23470",705,6,1,0,"0"
"23471",698,10,1,0,"0"
"23472",81700,12,9,1,"1"
"23473",1300,158,11,0,"0"
"23474",729,162,14,0,"0"
"23475",5000,8,1,0,"1"
"23476",262,6,2,0,"0"
"23477",935,11,1,0,"0"
"23478",2200,21,10,0,"1"
"23479",4700,5,1,0,"1"
"23480",2100,13,1,0,"1"
"23481",6000,3,2,0,"1"
"23482",1400,7,1,1,"1"
"23483",1300,17,1,0,"0"
"23484",2600,5,7,1,"1"
"23485",10100,27,23,1,"1"
"23486",4600,14,14,1,"1"
"23487",497,10,7,2,"0"
"23488",1000,5,1,0,"0"
"23489",740,2,1,0,"0"
"23490",778,4,21,0,"0"
"23491",716,7,1,0,"0"
"23492",2000,0,5,0,"1"
"23493",1100,16,10,1,"0"
"23494",1200,9,1,0,"0"
"23495",606,15,2,2,"0"
"23496",8800,8,2,0,"1"
"23497",1200,8,2,0,"0"
"23498",17200,8,1,1,"1"
"23499",2200,14,1,0,"1"
"23500",877,8,1,0,"0"
"23501",6800,8,0,0,"1"
"23502",686,5,1,0,"0"
"23503",1800,5,16,0,"1"
"23504",925,6,1,0,"0"
"23505",599,9,12,1,"0"
"23506",438,15,1,0,"0"
"23507",2700,5,0,26,"1"
"23508",814,6,2,0,"0"
"23509",739,3,1,0,"0"
"23510",2000,12,3,0,"1"
"23511",28800,69,1,0,"1"
"23512",2900,4,2,0,"1"
"23513",321,4,1,5,"0"
"23514",3100,6,6,0,"1"
"23515",141400,2,7,0,"1"
"23516",2700,12,7,0,"1"
"23517",1100,2,1,0,"0"
"23518",3100,12,14,0,"1"
"23519",16500,13,12,0,"1"
"23520",11100,35,1,0,"1"
"23521",1700,9,1,1,"1"
"23522",3800,17,0,11,"1"
"23523",1900,6,2,0,"1"
"23524",2100,30,45,0,"1"
"23525",1000,22,10,0,"0"
"23526",10500,58,6,1,"1"
"23527",1500,6,2,0,"1"
"23528",761,2,0,1,"0"
"23529",4500,17,1,1,"1"
"23530",1200,0,24,1,"0"
"23531",882,7,2,1,"0"
"23532",1900,53,1,51,"1"
"23533",3100,20,9,3,"1"
"23534",1400,31,14,4,"1"
"23535",610,25,29,0,"0"
"23536",5600,6,2,0,"1"
"23537",713,7,2,0,"0"
"23538",487,8,1,1,"0"
"23539",2200,9,1,0,"1"
"23540",685,1,3,0,"0"
"23541",1300,10,1,1,"0"
"23542",666,8,2,0,"0"
"23543",2400,11,34,1,"1"
"23544",1100,3,10,1,"0"
"23545",2200,6,16,0,"1"
"23546",10400,3,19,0,"1"
"23547",1400,15,14,0,"1"
"23548",535,24,11,2,"0"
"23549",13900,13,14,0,"1"
"23550",2000,4,1,0,"1"
"23551",776,15,1,9,"0"
"23552",3700,8,2,0,"1"
"23553",6100,13,10,0,"1"
"23554",6800,16,11,0,"1"
"23555",838,9,1,0,"0"
"23556",920,16,0,14,"0"
"23557",957,17,25,0,"0"
"23558",1100,0,1,0,"0"
"23559",10000,12,1,1,"1"
"23560",5800,7,3,0,"1"
"23561",1300,4,5,1,"0"
"23562",497,6,0,10,"0"
"23563",382,3,1,0,"0"
"23564",784,5,1,0,"0"
"23565",1800,5,36,0,"1"
"23566",1100,3,19,0,"0"
"23567",5800,2,9,1,"1"
"23568",473,0,0,1,"0"
"23569",1400,3,1,0,"1"
"23570",402,13,1,1,"0"
"23571",861,21,1,2,"0"
"23572",743,13,10,0,"0"
"23573",789,10,1,0,"0"
"23574",760,7,1,0,"0"
"23575",1600,13,1,0,"1"
"23576",1300,9,1,0,"0"
"23577",1700,11,2,0,"1"
"23578",905,7,1,0,"0"
"23579",1900,6,1,0,"1"
"23580",561,17,1,0,"0"
"23581",1600,4,1,0,"1"
"23582",1900,13,1,0,"1"
"23583",3100,4,0,2,"1"
"23584",1500,3,0,2,"1"
"23585",1000,6,1,0,"0"
"23586",145500,1,0,1,"1"
"23587",605,5,2,0,"0"
"23588",1200,11,8,0,"0"
"23589",5500,6,0,2,"1"
"23590",1200,16,11,0,"0"
"23591",2000,4,1,0,"1"
"23592",1100,11,4,0,"0"
"23593",2700,8,9,1,"1"
"23594",693,47,3,0,"0"
"23595",1100,6,27,0,"0"
"23596",970,6,1,0,"0"
"23597",900,5,1,0,"0"
"23598",766,7,0,1,"0"
"23599",6200,10,1,0,"1"
"23600",2600,7,6,0,"1"
"23601",1400,19,2,1,"1"
"23602",756,6,0,0,"0"
"23603",1200,4,0,2,"0"
"23604",850,9,1,0,"0"
"23605",7300,10,7,2,"1"
"23606",1400,5,2,0,"1"
"23607",892,5,1,0,"0"
"23608",566,3,1,0,"0"
"23609",2000,0,0,1,"1"
"23610",1400,2,0,0,"1"
"23611",3100,22,27,0,"1"
"23612",845,11,1,0,"0"
"23613",5200,14,28,2,"1"
"23614",2400,7,2,0,"1"
"23615",1100,9,51,1,"0"
"23616",965,9,1,1,"0"
"23617",27400,150,0,1,"1"
"23618",3200,19,1,10,"1"
"23619",5000,15,12,0,"1"
"23620",711,14,1,0,"0"
"23621",1500,11,3,0,"1"
"23622",746,9,8,2,"0"
"23623",2500,7,2,0,"1"
"23624",4300,17,14,1,"1"
"23625",729,10,1,0,"0"
"23626",13700,15,4,0,"1"
"23627",1300,6,52,0,"0"
"23628",1400,17,27,0,"1"
"23629",3300,2,10,0,"1"
"23630",1300,0,13,0,"0"
"23631",1700,8,0,0,"1"
"23632",1500,10,1,0,"1"
"23633",1600,11,1,0,"1"
"23634",1500,8,0,0,"1"
"23635",2300,4,0,2,"1"
"23636",825,5,1,0,"0"
"23637",925,6,1,1,"0"
"23638",6500,28,11,1,"1"
"23639",1200,10,1,0,"0"
"23640",1300,3,1,0,"0"
"23641",11200,7,1,0,"1"
"23642",992,6,12,2,"0"
"23643",1400,11,2,0,"1"
"23644",1100,0,10,0,"0"
"23645",783,2,1,0,"0"
"23646",927,27,5,0,"0"
"23647",744,10,2,1,"0"
"23648",2000,15,0,11,"1"
"23649",962,19,27,0,"0"
"23650",1000,14,1,0,"0"
"23651",1400,12,0,2,"1"
"23652",594,5,1,1,"0"
"23653",890,9,1,0,"0"
"23654",865,4,1,7,"0"
"23655",2300,8,2,0,"1"
"23656",1100,10,2,0,"0"
"23657",895,10,1,0,"0"
"23658",16800,11,9,0,"1"
"23659",770,7,1,0,"0"
"23660",2200,18,32,0,"1"
"23661",1900,12,1,0,"1"
"23662",3100,14,8,0,"1"
"23663",1600,2,0,1,"1"
"23664",1000,13,1,0,"0"
"23665",489,7,2,1,"0"
"23666",1100,31,30,1,"0"
"23667",1200,11,23,1,"0"
"23668",1600,10,2,1,"1"
"23669",1700,10,2,0,"1"
"23670",830,1,2,0,"0"
"23671",1000,12,19,0,"0"
"23672",1300,6,21,0,"0"
"23673",1200,39,11,0,"0"
"23674",3300,3,2,0,"1"
"23675",1500,2,3,0,"1"
"23676",8100,6,3,0,"1"
"23677",1200,3,10,0,"0"
"23678",938,7,3,1,"0"
"23679",655,14,28,2,"0"
"23680",2600,2,1,0,"1"
"23681",5400,4,1,0,"1"
"23682",1800,7,2,0,"1"
"23683",3400,8,1,0,"1"
"23684",1600,14,1,0,"1"
"23685",2400,20,3,0,"1"
"23686",5300,6,2,0,"1"
"23687",2300,5,1,0,"1"
"23688",3900,2,0,1,"1"
"23689",12400,13,1,0,"1"
"23690",840,6,1,25,"0"
"23691",602,6,50,1,"0"
"23692",6500,34,31,0,"1"
"23693",4500,7,1,1,"1"
"23694",4500,1,25,0,"1"
"23695",8900,9,2,0,"1"
"23696",17100,31,27,2,"1"
"23697",7400,18,1,0,"1"
"23698",741,5,1,0,"0"
"23699",1500,25,8,0,"1"
"23700",985,9,1,12,"0"
"23701",12000,33,20,9,"1"
"23702",3400,14,5,1,"1"
"23703",1400,4,2,1,"1"
"23704",901,6,2,1,"0"
"23705",780,4,0,0,"0"
"23706",3100,13,14,1,"1"
"23707",1500,5,4,0,"1"
"23708",3200,4,1,1,"1"
"23709",1100,11,1,0,"0"
"23710",1100,20,4,2,"0"
"23711",28200,44,6,0,"1"
"23712",1800,24,10,0,"1"
"23713",702,24,18,4,"0"
"23714",873,2,0,1,"0"
"23715",2600,4,0,2,"1"
"23716",851,4,0,2,"0"
"23717",3100,6,12,0,"1"
"23718",5800,0,21,0,"1"
"23719",2500,17,3,0,"1"
"23720",1300,6,2,0,"0"
"23721",1100,4,2,0,"0"
"23722",4400,3,0,2,"1"
"23723",1900,7,1,0,"1"
"23724",949,5,2,0,"0"
"23725",1200,17,54,1,"0"
"23726",977,11,3,1,"0"
"23727",1500,4,1,0,"1"
"23728",1100,9,1,0,"0"
"23729",2000,9,7,0,"1"
"23730",1100,8,1,0,"0"
"23731",606,1,0,2,"0"
"23732",1900,17,13,1,"1"
"23733",2100,8,6,0,"1"
"23734",34100,16,16,0,"1"
"23735",1100,13,3,0,"0"
"23736",1300,10,1,0,"0"
"23737",1600,7,1,0,"1"
"23738",23700,16,5,3,"1"
"23739",3200,5,0,1,"1"
"23740",1500,6,5,0,"1"
"23741",2200,3,1,0,"1"
"23742",1500,8,1,1,"1"
"23743",1300,5,2,1,"0"
"23744",2100,6,1,0,"1"
"23745",2400,4,1,0,"1"
"23746",1600,5,3,0,"1"
"23747",1500,16,19,0,"1"
"23748",1900,11,6,0,"1"
"23749",1700,8,2,0,"1"
"23750",1800,0,20,0,"1"
"23751",2900,9,15,0,"1"
"23752",812,4,2,0,"0"
"23753",2300,3,1,1,"1"
"23754",830,6,1,0,"0"
"23755",62900,1,1,0,"1"
"23756",1200,8,2,0,"0"
"23757",1700,6,0,1,"1"
"23758",1500,6,2,0,"1"
"23759",536,4,0,0,"0"
"23760",2700,4,2,0,"1"
"23761",775,11,1,0,"0"
"23762",1800,21,16,3,"1"
"23763",5600,9,1,0,"1"
"23764",1400,3,1,0,"1"
"23765",2400,4,10,1,"1"
"23766",683,26,32,1,"0"
"23767",3900,14,1,0,"1"
"23768",1300,5,1,0,"0"
"23769",1200,4,1,0,"0"
"23770",859,20,4,6,"0"
"23771",1000,11,0,15,"0"
"23772",4000,8,2,0,"1"
"23773",1500,5,3,0,"1"
"23774",5400,6,2,0,"1"
"23775",1600,19,6,1,"1"
"23776",779,41,11,6,"0"
"23777",3300,4,10,1,"1"
"23778",3200,10,1,0,"1"
"23779",1500,2,0,1,"1"
"23780",1100,4,1,1,"0"
"23781",1000,7,7,0,"0"
"23782",1600,12,1,0,"1"
"23783",1100,16,15,5,"0"
"23784",1200,33,15,0,"0"
"23785",671,13,2,0,"0"
"23786",1100,5,1,0,"0"
"23787",1200,15,2,1,"0"
"23788",6300,2,17,1,"1"
"23789",3200,3,0,1,"1"
"23790",1700,27,12,0,"1"
"23791",1300,6,1,0,"0"
"23792",1300,4,2,0,"0"
"23793",1400,13,1,1,"1"
"23794",7400,19,9,0,"1"
"23795",4900,20,16,1,"1"
"23796",1800,20,6,0,"1"
"23797",2600,7,1,0,"1"
"23798",12500,5,0,1,"1"
"23799",5000,9,7,0,"1"
"23800",1700,4,1,0,"1"
"23801",20600,0,8,0,"1"
"23802",2400,11,2,0,"1"
"23803",1300,31,1,0,"0"
"23804",2800,35,3,0,"1"
"23805",2100,11,52,2,"1"
"23806",1100,10,1,2,"0"
"23807",3500,26,23,0,"1"
"23808",1300,23,9,0,"0"
"23809",815,7,2,0,"0"
"23810",1500,13,1,26,"1"
"23811",844,4,1,0,"0"
"23812",2200,4,1,0,"1"
"23813",1800,23,20,0,"1"
"23814",1800,3,16,0,"1"
"23815",3000,8,6,3,"1"
"23816",3100,5,2,0,"1"
"23817",1700,1,1,1,"1"
"23818",3100,12,10,0,"1"
"23819",1200,13,9,0,"0"
"23820",1300,8,4,1,"0"
"23821",2000,8,0,2,"1"
"23822",2800,16,1,0,"1"
"23823",7300,4,0,1,"1"
"23824",1600,7,1,2,"1"
"23825",3600,5,1,0,"1"
"23826",613,5,1,0,"0"
"23827",1000,5,1,0,"0"
"23828",1900,11,3,1,"1"
"23829",1700,0,0,1,"1"
"23830",1300,11,1,0,"0"
"23831",4200,10,3,1,"1"
"23832",3800,24,3,0,"1"
"23833",1900,4,2,1,"1"
"23834",910,2,0,0,"0"
"23835",3700,12,10,3,"1"
"23836",4300,1,1,0,"1"
"23837",9300,0,15,0,"1"
"23838",1300,9,2,0,"0"
"23839",5800,15,1,0,"1"
"23840",1100,8,6,4,"0"
"23841",901,24,16,0,"0"
"23842",827,5,0,1,"0"
"23843",1400,4,2,1,"1"
"23844",803,3,1,0,"0"
"23845",2500,3,1,0,"1"
"23846",3800,12,15,0,"1"
"23847",802,1,1,0,"0"
"23848",711,9,1,0,"0"
"23849",1000,9,2,0,"0"
"23850",2400,7,1,1,"1"
"23851",4100,20,7,0,"1"
"23852",734,6,1,1,"0"
"23853",722,5,0,0,"0"
"23854",919,7,10,0,"0"
"23855",8600,0,0,1,"1"
"23856",956,4,13,0,"0"
"23857",1600,1,1,0,"1"
"23858",1200,9,1,0,"0"
"23859",2400,6,1,0,"1"
"23860",11200,5,3,0,"1"
"23861",5500,26,16,7,"1"
"23862",6400,5,2,0,"1"
"23863",3000,18,3,2,"1"
"23864",2700,24,11,1,"1"
"23865",712,84,75,1,"0"
"23866",1500,4,1,0,"1"
"23867",1700,1,0,0,"1"
"23868",4800,10,4,1,"1"
"23869",34600,14,12,0,"1"
"23870",1300,14,1,0,"0"
"23871",4500,11,1,1,"1"
"23872",2100,22,11,0,"1"
"23873",2900,5,1,0,"1"
"23874",1300,8,1,1,"0"
"23875",26000,21,1,0,"1"
"23876",942,4,1,0,"0"
"23877",1300,5,1,0,"0"
"23878",5800,19,1,16,"1"
